Gender,Grade,High School,School ID,Student ID,Student Name,Type,Budget,Math Score,Reading Score,Size
F,12th,Shelton,2,6348,Tanya Griffin,Charter,1056600,75,96,1761
F,12th,Shelton,2,6988,Megan Medina,Charter,1056600,87,96,1761
F,12th,Shelton,2,6380,Dana Barnes,Charter,1056600,88,96,1761
F,12th,Shelton,2,6120,Sandra James,Charter,1056600,92,96,1761
F,12th,Shelton,2,6856,Jessica Hansen,Charter,1056600,94,96,1761
F,12th,Shelton,2,7343,Brittany Phillips,Charter,1056600,71,97,1761
F,12th,Shelton,2,6397,Karen Cox,Charter,1056600,71,97,1761
F,12th,Shelton,2,6443,Julia Massey,Charter,1056600,83,97,1761
F,12th,Shelton,2,7305,Lori Collins,Charter,1056600,68,98,1761
F,12th,Shelton,2,7186,Belinda Mccoy,Charter,1056600,74,98,1761
F,12th,Shelton,2,7039,Kathy Gordon,Charter,1056600,79,98,1761
F,12th,Shelton,2,7347,Mary Martinez,Charter,1056600,83,98,1761
F,12th,Shelton,2,6738,Kari Lee,Charter,1056600,93,98,1761
F,12th,Shelton,2,5983,Amy Doyle,Charter,1056600,97,98,1761
F,12th,Shelton,2,6927,Jessica Scott DDS,Charter,1056600,73,99,1761
F,12th,Shelton,2,6248,Erin Ryan,Charter,1056600,86,99,1761
F,12th,Thomas,14,37670,Brittany Brown,Charter,1043130,68,69,1635
F,12th,Thomas,14,37618,Paula Ramirez,Charter,1043130,68,69,1635
F,12th,Thomas,14,38131,Mary Hawkins,Charter,1043130,75,69,1635
F,12th,Thomas,14,38795,Ashley Mcdonald,Charter,1043130,77,69,1635
F,12th,Thomas,14,38552,Christina Hall,Charter,1043130,80,69,1635
F,12th,Thomas,14,38896,Lisa Jackson,Charter,1043130,88,69,1635
F,12th,Thomas,14,38337,Theresa Gentry,Charter,1043130,95,69,1635
F,12th,Thomas,14,37981,Kayla Baldwin,Charter,1043130,96,69,1635
F,12th,Thomas,14,38684,Amanda Small,Charter,1043130,98,69,1635
F,12th,Thomas,14,38038,Melissa Payne,Charter,1043130,68,70,1635
F,12th,Thomas,14,38674,Andrea Mack,Charter,1043130,70,70,1635
F,12th,Thomas,14,38746,Kelly Chambers,Charter,1043130,73,70,1635
F,12th,Thomas,14,37707,Hannah Bishop,Charter,1043130,78,70,1635
F,12th,Thomas,14,37804,Cheryl Quinn,Charter,1043130,85,70,1635
F,12th,Thomas,14,37639,Susan Levy,Charter,1043130,86,70,1635
F,12th,Thomas,14,38967,Amy Davis,Charter,1043130,92,70,1635
F,12th,Thomas,14,37855,Christine Harris,Charter,1043130,93,70,1635
F,12th,Thomas,14,38407,Megan Page,Charter,1043130,95,70,1635
F,12th,Thomas,14,37978,Erika Wood,Charter,1043130,96,70,1635
F,12th,Thomas,14,38634,Tiffany Mccarthy,Charter,1043130,97,70,1635
F,12th,Thomas,14,37842,Sarah Chavez,Charter,1043130,99,70,1635
F,12th,Thomas,14,38555,Meghan Williams,Charter,1043130,84,71,1635
F,12th,Thomas,14,37803,Linda Roman,Charter,1043130,94,71,1635
F,12th,Thomas,14,38308,Chelsea Castillo,Charter,1043130,96,71,1635
F,12th,Thomas,14,38199,Lisa Carlson,Charter,1043130,97,71,1635
F,12th,Thomas,14,38456,Kimberly Duncan,Charter,1043130,99,71,1635
F,12th,Thomas,14,38853,Emily Neal,Charter,1043130,78,72,1635
F,12th,Thomas,14,39064,April Ellis,Charter,1043130,90,72,1635
F,12th,Thomas,14,38526,Lindsay Ortiz,Charter,1043130,92,72,1635
F,12th,Thomas,14,38874,Mrs. Brittney Schultz DVM,Charter,1043130,94,72,1635
F,12th,Thomas,14,38560,Heather Leblanc,Charter,1043130,76,73,1635
F,12th,Thomas,14,38890,Kristy Ruiz,Charter,1043130,80,73,1635
F,12th,Thomas,14,38171,Alison Hunter,Charter,1043130,81,73,1635
F,12th,Thomas,14,37894,Kerri Davis,Charter,1043130,87,73,1635
F,12th,Thomas,14,38878,Catherine Romero,Charter,1043130,90,73,1635
F,12th,Thomas,14,39042,Mary Summers,Charter,1043130,96,73,1635
F,12th,Thomas,14,38346,Teresa Chapman,Charter,1043130,96,73,1635
F,12th,Thomas,14,38330,Jennifer Dixon,Charter,1043130,72,74,1635
F,12th,Thomas,14,38759,Yvette Ashley,Charter,1043130,74,74,1635
F,12th,Thomas,14,38673,Rachel Miller,Charter,1043130,75,74,1635
F,12th,Thomas,14,38223,Christina Rivera,Charter,1043130,78,74,1635
F,12th,Thomas,14,38664,Melissa Johnson,Charter,1043130,95,74,1635
F,12th,Thomas,14,38621,Jennifer Cooper,Charter,1043130,96,74,1635
F,12th,Thomas,14,39116,Anna Smith,Charter,1043130,68,75,1635
F,12th,Thomas,14,39137,Victoria Bailey,Charter,1043130,70,75,1635
F,12th,Thomas,14,38887,Donna Morales,Charter,1043130,79,75,1635
F,12th,Thomas,14,38098,Rebecca Jones,Charter,1043130,88,75,1635
F,12th,Thomas,14,38297,Anna Lewis,Charter,1043130,92,75,1635
F,12th,Thomas,14,38004,Ashley Mendez,Charter,1043130,94,75,1635
F,12th,Thomas,14,38242,Lisa Burton,Charter,1043130,69,76,1635
F,12th,Thomas,14,39020,Sandra Mcdowell,Charter,1043130,69,76,1635
F,12th,Thomas,14,38077,Courtney Turner,Charter,1043130,70,76,1635
F,12th,Thomas,14,38809,Angela Mooney,Charter,1043130,73,76,1635
F,12th,Thomas,14,38316,Lisa Tucker,Charter,1043130,73,76,1635
F,12th,Thomas,14,38021,Amy Kirby,Charter,1043130,74,76,1635
F,12th,Thomas,14,38443,Brenda Le,Charter,1043130,79,76,1635
F,12th,Thomas,14,39005,Bethany Smith,Charter,1043130,86,76,1635
F,12th,Thomas,14,39036,Amanda Ferrell,Charter,1043130,92,76,1635
F,12th,Thomas,14,39072,Amanda Ramirez,Charter,1043130,73,77,1635
F,12th,Thomas,14,37547,Amanda Hicks,Charter,1043130,74,77,1635
F,12th,Thomas,14,39133,Emily Gomez,Charter,1043130,93,77,1635
F,12th,Thomas,14,38578,Andrea Sanchez,Charter,1043130,96,77,1635
F,12th,Thomas,14,39081,Emma Foley,Charter,1043130,76,78,1635
F,12th,Thomas,14,38409,Tracy Lewis,Charter,1043130,81,78,1635
F,12th,Thomas,14,37887,Vicki Nielsen,Charter,1043130,96,78,1635
F,12th,Thomas,14,37683,Karen Jimenez,Charter,1043130,68,79,1635
F,12th,Thomas,14,37617,Nancy Ho,Charter,1043130,69,79,1635
F,12th,Thomas,14,37796,Ms. Stephanie Nichols DVM,Charter,1043130,71,79,1635
F,12th,Thomas,14,38464,Donna Ramirez,Charter,1043130,72,79,1635
F,12th,Thomas,14,37630,Morgan Collins,Charter,1043130,76,79,1635
F,12th,Thomas,14,37739,Janet Benitez,Charter,1043130,94,79,1635
F,12th,Thomas,14,37738,Jeanette Roberts,Charter,1043130,95,79,1635
F,12th,Thomas,14,38161,Claudia Johnston,Charter,1043130,97,79,1635
F,12th,Thomas,14,38167,Michelle Morris,Charter,1043130,99,79,1635
F,12th,Thomas,14,38366,Stephanie Pham,Charter,1043130,82,80,1635
F,12th,Thomas,14,37929,Ashley Wilson,Charter,1043130,90,80,1635
F,12th,Thomas,14,37968,Claire Murray,Charter,1043130,91,80,1635
F,12th,Thomas,14,37852,Courtney Smith,Charter,1043130,73,81,1635
F,12th,Thomas,14,37724,Danielle Sheppard,Charter,1043130,82,81,1635
F,12th,Thomas,14,38523,Sarah Scott,Charter,1043130,82,81,1635
F,12th,Thomas,14,37944,Vanessa Figueroa,Charter,1043130,92,81,1635
F,12th,Thomas,14,38170,Crystal Goodwin,Charter,1043130,93,81,1635
F,12th,Thomas,14,38012,Donna Phillips,Charter,1043130,77,82,1635
F,12th,Thomas,14,38219,Crystal Oliver,Charter,1043130,82,82,1635
F,12th,Thomas,14,38819,Tina Salazar,Charter,1043130,98,82,1635
F,12th,Thomas,14,38462,Erin Miller,Charter,1043130,70,83,1635
F,12th,Thomas,14,37583,Stephanie Hayden,Charter,1043130,81,83,1635
F,12th,Thomas,14,38507,Victoria Harrell,Charter,1043130,98,83,1635
F,12th,Thomas,14,39134,Kerri Berger,Charter,1043130,99,83,1635
F,12th,Thomas,14,38053,Brianna Martin,Charter,1043130,70,84,1635
F,12th,Thomas,14,39112,Kimberly Pruitt,Charter,1043130,72,84,1635
F,12th,Thomas,14,38204,Emily James,Charter,1043130,86,84,1635
F,12th,Thomas,14,37967,April Smith,Charter,1043130,92,84,1635
F,12th,Thomas,14,38984,Kendra Flynn,Charter,1043130,92,84,1635
F,12th,Thomas,14,38383,Sharon Larson,Charter,1043130,94,84,1635
F,12th,Thomas,14,37585,Angela Edwards,Charter,1043130,95,84,1635
F,12th,Thomas,14,38333,Christina Robinson,Charter,1043130,95,84,1635
F,12th,Thomas,14,38720,Nancy Harris,Charter,1043130,82,85,1635
F,12th,Thomas,14,39108,Crystal Smith,Charter,1043130,85,85,1635
F,12th,Thomas,14,37832,Grace Russell,Charter,1043130,86,85,1635
F,12th,Thomas,14,38706,Elizabeth Miller,Charter,1043130,90,85,1635
F,12th,Thomas,14,39136,Elizabeth Aguirre,Charter,1043130,97,85,1635
F,12th,Thomas,14,38166,Carly Andrews,Charter,1043130,68,86,1635
F,12th,Thomas,14,37767,Misty Klein,Charter,1043130,73,86,1635
F,12th,Thomas,14,39003,Elizabeth Bush,Charter,1043130,77,86,1635
F,12th,Thomas,14,38548,Anna Jacobs,Charter,1043130,82,86,1635
F,12th,Thomas,14,37710,Alexis Cook,Charter,1043130,83,86,1635
F,12th,Thomas,14,38428,Rebecca Sanchez,Charter,1043130,89,86,1635
F,12th,Thomas,14,38557,Tara Simpson,Charter,1043130,92,86,1635
F,12th,Thomas,14,38844,Ariel Reynolds,Charter,1043130,80,87,1635
F,12th,Thomas,14,38989,Theresa Ryan,Charter,1043130,81,87,1635
F,12th,Thomas,14,38174,Michelle Peterson,Charter,1043130,91,87,1635
F,12th,Thomas,14,38960,Kelly Diaz,Charter,1043130,92,87,1635
F,12th,Thomas,14,39027,Jaime Holland,Charter,1043130,94,87,1635
F,12th,Thomas,14,38096,Kristina Mason,Charter,1043130,94,87,1635
F,12th,Thomas,14,37570,Victoria Brown,Charter,1043130,95,87,1635
F,12th,Thomas,14,38663,Catherine Cross,Charter,1043130,97,87,1635
F,12th,Thomas,14,39125,Maria Shields,Charter,1043130,99,87,1635
F,12th,Thomas,14,38044,Patricia Lewis,Charter,1043130,76,88,1635
F,12th,Thomas,14,37901,Paige Hines,Charter,1043130,77,88,1635
F,12th,Thomas,14,38544,Misty Nguyen,Charter,1043130,85,88,1635
F,12th,Thomas,14,38251,Stacy Oconnell,Charter,1043130,77,89,1635
F,12th,Thomas,14,38110,Isabel Bradford,Charter,1043130,85,89,1635
F,12th,Thomas,14,38738,Kathy Jones,Charter,1043130,72,90,1635
F,12th,Thomas,14,38601,Stephanie Long,Charter,1043130,72,90,1635
F,12th,Thomas,14,38912,Lauren Kelly,Charter,1043130,74,90,1635
F,12th,Thomas,14,38532,Jennifer Weaver,Charter,1043130,75,90,1635
F,12th,Thomas,14,39071,Vanessa Wagner,Charter,1043130,97,90,1635
F,12th,Thomas,14,39047,Margaret Perez,Charter,1043130,74,91,1635
F,12th,Thomas,14,38018,Amber Hood,Charter,1043130,85,91,1635
F,12th,Thomas,14,37551,Nancy Mason,Charter,1043130,86,91,1635
F,12th,Thomas,14,38805,Mrs. Amber Gonzalez,Charter,1043130,72,92,1635
F,12th,Thomas,14,38668,Stephanie Franklin,Charter,1043130,72,92,1635
F,12th,Thomas,14,38479,Laurie Fowler,Charter,1043130,85,92,1635
F,12th,Thomas,14,38056,Marissa Martinez,Charter,1043130,86,92,1635
F,12th,Thomas,14,37854,Linda Dillon,Charter,1043130,87,92,1635
F,12th,Thomas,14,39019,Maria Hernandez,Charter,1043130,93,92,1635
F,12th,Thomas,14,38289,Danielle Acosta,Charter,1043130,75,93,1635
F,12th,Thomas,14,37779,Katie Nelson,Charter,1043130,85,93,1635
F,12th,Thomas,14,38924,Mary Taylor,Charter,1043130,89,93,1635
F,12th,Thomas,14,37913,Erika Torres,Charter,1043130,93,93,1635
F,12th,Thomas,14,38950,Denise Foster,Charter,1043130,97,93,1635
F,12th,Thomas,14,38639,Laura Baker,Charter,1043130,74,95,1635
F,12th,Thomas,14,37777,Ms. Hannah Mcdonald MD,Charter,1043130,74,95,1635
F,12th,Thomas,14,38240,Kristi Sanchez,Charter,1043130,86,95,1635
F,12th,Thomas,14,38834,Maria Davis,Charter,1043130,86,95,1635
F,12th,Thomas,14,38827,Jennifer Kelley,Charter,1043130,87,95,1635
F,12th,Thomas,14,38286,Pam Ellis,Charter,1043130,87,95,1635
F,12th,Thomas,14,37880,Whitney Burgess,Charter,1043130,87,95,1635
F,12th,Thomas,14,38745,Dr. Carol Williams,Charter,1043130,88,95,1635
F,12th,Thomas,14,38099,Gina Hernandez,Charter,1043130,91,95,1635
F,12th,Thomas,14,38774,Hailey Lopez DDS,Charter,1043130,68,96,1635
F,12th,Thomas,14,39013,Barbara Miller,Charter,1043130,82,96,1635
F,12th,Thomas,14,38945,Amber Anderson,Charter,1043130,99,96,1635
F,12th,Thomas,14,38312,Diane Martin,Charter,1043130,73,97,1635
F,12th,Thomas,14,38665,Lori Wilkerson,Charter,1043130,81,97,1635
F,12th,Thomas,14,38422,Jennifer Gay MD,Charter,1043130,77,98,1635
F,12th,Thomas,14,38812,Elizabeth Ross,Charter,1043130,89,98,1635
F,12th,Thomas,14,38023,Caroline Smith,Charter,1043130,91,98,1635
F,12th,Thomas,14,38220,Carrie Mora,Charter,1043130,91,98,1635
F,12th,Thomas,14,38815,Nicole Shaw,Charter,1043130,91,98,1635
F,12th,Thomas,14,38361,Brittany Harper,Charter,1043130,92,98,1635
F,12th,Thomas,14,37772,Jennifer Rodriguez,Charter,1043130,92,98,1635
F,12th,Thomas,14,37856,Amy Sanders,Charter,1043130,94,98,1635
F,12th,Thomas,14,38608,Sara Williams,Charter,1043130,94,98,1635
F,12th,Thomas,14,38185,Carolyn Stewart,Charter,1043130,68,99,1635
F,12th,Thomas,14,38743,Alyssa Burns,Charter,1043130,77,99,1635
F,12th,Thomas,14,37952,Ashley Thompson,Charter,1043130,77,99,1635
F,12th,Thomas,14,37765,Jennifer Lewis,Charter,1043130,79,99,1635
F,12th,Thomas,14,38990,Amber Reynolds,Charter,1043130,87,99,1635
F,12th,Thomas,14,39165,Donna Howard,Charter,1043130,90,99,1635
F,12th,Thomas,14,38614,Holly Moore,Charter,1043130,94,99,1635
F,12th,Wilson,5,14448,Madison Wood,Charter,1319574,68,69,2283
F,12th,Wilson,5,15480,Emily Williams,Charter,1319574,73,69,2283
F,12th,Wilson,5,15104,Jane Campbell,Charter,1319574,76,69,2283
F,12th,Wilson,5,14246,Lauren Kim,Charter,1319574,78,69,2283
F,12th,Wilson,5,14615,Michaela Peterson,Charter,1319574,78,69,2283
F,12th,Wilson,5,14318,Lisa Bruce DVM,Charter,1319574,79,69,2283
F,12th,Wilson,5,13989,Elizabeth Blankenship,Charter,1319574,81,69,2283
F,12th,Wilson,5,14684,Lauren Wright,Charter,1319574,81,69,2283
F,12th,Wilson,5,15472,Robin Frey,Charter,1319574,82,69,2283
F,12th,Wilson,5,14419,Morgan Thomas,Charter,1319574,85,69,2283
F,12th,Wilson,5,15537,April Johnson,Charter,1319574,88,69,2283
F,12th,Wilson,5,15479,Rachel Elliott,Charter,1319574,98,69,2283
F,12th,Wilson,5,14872,Kimberly Johnson,Charter,1319574,79,70,2283
F,12th,Wilson,5,14389,Marissa Hebert,Charter,1319574,86,70,2283
F,12th,Wilson,5,15851,Natalie Perry,Charter,1319574,94,70,2283
F,12th,Wilson,5,13948,Sandra Haas,Charter,1319574,95,70,2283
F,12th,Wilson,5,15985,Madison Cruz,Charter,1319574,96,70,2283
F,12th,Wilson,5,14169,Mary Morrison,Charter,1319574,96,70,2283
F,12th,Wilson,5,14033,Lydia Gomez,Charter,1319574,68,71,2283
F,12th,Wilson,5,14498,Kari Leonard,Charter,1319574,69,71,2283
F,12th,Wilson,5,14887,Michelle Henderson,Charter,1319574,72,71,2283
F,12th,Wilson,5,14367,Carol Whitehead,Charter,1319574,73,71,2283
F,12th,Wilson,5,14503,Angel Fowler,Charter,1319574,76,71,2283
F,12th,Wilson,5,15522,Veronica Hernandez,Charter,1319574,79,71,2283
F,12th,Wilson,5,15452,Christina Perry,Charter,1319574,85,71,2283
F,12th,Wilson,5,14490,Kimberly Peterson,Charter,1319574,85,71,2283
F,12th,Wilson,5,13806,Valerie Hayes,Charter,1319574,92,71,2283
F,12th,Wilson,5,15466,Caitlin Gordon,Charter,1319574,93,71,2283
F,12th,Wilson,5,15569,Tracey Snyder,Charter,1319574,93,71,2283
F,12th,Wilson,5,13827,Norma Greene,Charter,1319574,68,72,2283
F,12th,Wilson,5,15083,Gina Hart,Charter,1319574,74,72,2283
F,12th,Wilson,5,14655,Megan Jackson,Charter,1319574,76,72,2283
F,12th,Wilson,5,15672,Elizabeth Hansen,Charter,1319574,77,72,2283
F,12th,Wilson,5,15919,Angela Johnson,Charter,1319574,85,72,2283
F,12th,Wilson,5,14707,Melanie Henderson,Charter,1319574,74,73,2283
F,12th,Wilson,5,14414,Ruth Thomas,Charter,1319574,79,73,2283
F,12th,Wilson,5,14558,Martha Preston,Charter,1319574,81,73,2283
F,12th,Wilson,5,14660,Ashley Jordan,Charter,1319574,86,73,2283
F,12th,Wilson,5,14839,Anne Davis,Charter,1319574,88,73,2283
F,12th,Wilson,5,14642,Diana Ford,Charter,1319574,91,73,2283
F,12th,Wilson,5,13970,Barbara Simpson,Charter,1319574,95,73,2283
F,12th,Wilson,5,14513,Mrs. Megan Kaufman DVM,Charter,1319574,99,73,2283
F,12th,Wilson,5,14715,Jessica Nguyen,Charter,1319574,69,74,2283
F,12th,Wilson,5,14791,Anna Robbins,Charter,1319574,70,74,2283
F,12th,Wilson,5,14185,Sheila Gonzalez,Charter,1319574,73,74,2283
F,12th,Wilson,5,13849,Tina Flores,Charter,1319574,85,74,2283
F,12th,Wilson,5,14854,Michelle Mccullough,Charter,1319574,92,74,2283
F,12th,Wilson,5,13910,Andrea Murphy,Charter,1319574,94,74,2283
F,12th,Wilson,5,14582,Diana Soto,Charter,1319574,76,75,2283
F,12th,Wilson,5,15837,Megan Wise,Charter,1319574,77,75,2283
F,12th,Wilson,5,15292,Alejandra Church,Charter,1319574,78,75,2283
F,12th,Wilson,5,15914,Natasha Rodriguez,Charter,1319574,84,75,2283
F,12th,Wilson,5,14450,Jennifer Mitchell,Charter,1319574,85,75,2283
F,12th,Wilson,5,14412,Julie Baker DDS,Charter,1319574,85,75,2283
F,12th,Wilson,5,14639,Sheila Watson,Charter,1319574,99,75,2283
F,12th,Wilson,5,14570,Amy Ferguson,Charter,1319574,76,76,2283
F,12th,Wilson,5,15530,Sara Freeman,Charter,1319574,82,76,2283
F,12th,Wilson,5,15525,Julie Christian,Charter,1319574,84,76,2283
F,12th,Wilson,5,14923,Jessica Randolph,Charter,1319574,85,76,2283
F,12th,Wilson,5,13799,Shannon Taylor,Charter,1319574,90,76,2283
F,12th,Wilson,5,15091,Tiffany Carroll,Charter,1319574,74,77,2283
F,12th,Wilson,5,15926,Angel Nunez,Charter,1319574,81,77,2283
F,12th,Wilson,5,15861,Andrea Clark,Charter,1319574,82,77,2283
F,12th,Wilson,5,15117,Kelly Doyle DVM,Charter,1319574,83,77,2283
F,12th,Wilson,5,13894,Jasmin Miller,Charter,1319574,88,77,2283
F,12th,Wilson,5,15883,Felicia Acevedo,Charter,1319574,98,77,2283
F,12th,Wilson,5,13991,Jennifer Wolfe,Charter,1319574,98,77,2283
F,12th,Wilson,5,14167,Danielle Oneill,Charter,1319574,76,78,2283
F,12th,Wilson,5,14275,Samantha Stewart,Charter,1319574,81,78,2283
F,12th,Wilson,5,15602,Pam Bass,Charter,1319574,85,78,2283
F,12th,Wilson,5,15916,Donna Dickerson,Charter,1319574,94,78,2283
F,12th,Wilson,5,14589,Christina Long,Charter,1319574,96,78,2283
F,12th,Wilson,5,14581,Rachel Crawford,Charter,1319574,98,78,2283
F,12th,Wilson,5,13899,Kaitlyn Johnson,Charter,1319574,68,79,2283
F,12th,Wilson,5,16007,Stephanie Jones,Charter,1319574,73,79,2283
F,12th,Wilson,5,14361,Michele Lewis,Charter,1319574,75,79,2283
F,12th,Wilson,5,15777,Amber Santiago,Charter,1319574,77,79,2283
F,12th,Wilson,5,15275,Deborah Jones,Charter,1319574,78,79,2283
F,12th,Wilson,5,13824,Allison Baker,Charter,1319574,79,79,2283
F,12th,Wilson,5,15817,Denise Marquez,Charter,1319574,79,79,2283
F,12th,Wilson,5,15223,Christine Stevens,Charter,1319574,81,79,2283
F,12th,Wilson,5,15406,Rhonda Payne,Charter,1319574,83,79,2283
F,12th,Wilson,5,14691,Brenda Schultz,Charter,1319574,84,79,2283
F,12th,Wilson,5,14929,Erika Davis,Charter,1319574,85,79,2283
F,12th,Wilson,5,15405,Chelsea Warren,Charter,1319574,86,79,2283
F,12th,Wilson,5,13750,Crystal Taylor,Charter,1319574,94,79,2283
F,12th,Wilson,5,13775,Kelsey Adams,Charter,1319574,70,80,2283
F,12th,Wilson,5,15618,Leslie Simmons,Charter,1319574,82,80,2283
F,12th,Wilson,5,13944,Jessica Reid,Charter,1319574,85,80,2283
F,12th,Wilson,5,14199,Jennifer Brown,Charter,1319574,93,80,2283
F,12th,Wilson,5,15843,Christina Walsh,Charter,1319574,70,81,2283
F,12th,Wilson,5,15073,Jamie Gallegos,Charter,1319574,73,81,2283
F,12th,Wilson,5,14188,Brenda Davila,Charter,1319574,77,81,2283
F,12th,Wilson,5,13888,Ashley Mccoy,Charter,1319574,78,81,2283
F,12th,Wilson,5,15802,Lori Parks,Charter,1319574,78,81,2283
F,12th,Wilson,5,15349,Stephanie Stewart,Charter,1319574,81,81,2283
F,12th,Wilson,5,14723,Beth Mcdowell,Charter,1319574,91,81,2283
F,12th,Wilson,5,15087,Gina Hebert,Charter,1319574,95,81,2283
F,12th,Wilson,5,15749,Tammy Nichols,Charter,1319574,99,81,2283
F,12th,Wilson,5,13749,Candice Fischer,Charter,1319574,76,82,2283
F,12th,Wilson,5,13990,Barbara Bush,Charter,1319574,79,82,2283
F,12th,Wilson,5,14409,Annette Burns,Charter,1319574,82,82,2283
F,12th,Wilson,5,15542,Ashlee Hays,Charter,1319574,83,82,2283
F,12th,Wilson,5,14013,Elizabeth Macias,Charter,1319574,90,82,2283
F,12th,Wilson,5,13808,Angela Franklin,Charter,1319574,96,82,2283
F,12th,Wilson,5,15188,Patricia Serrano,Charter,1319574,99,82,2283
F,12th,Wilson,5,14755,Alexa Robertson,Charter,1319574,71,83,2283
F,12th,Wilson,5,13895,Ruth Hines,Charter,1319574,74,83,2283
F,12th,Wilson,5,15225,Dawn Bowers,Charter,1319574,75,83,2283
F,12th,Wilson,5,14850,Shannon Banks,Charter,1319574,78,83,2283
F,12th,Wilson,5,14357,Mrs. Tracy Williams,Charter,1319574,86,83,2283
F,12th,Wilson,5,14573,Lori Hernandez,Charter,1319574,89,83,2283
F,12th,Wilson,5,14025,Martha Carroll,Charter,1319574,94,83,2283
F,12th,Wilson,5,14716,Ashley Johnson,Charter,1319574,95,83,2283
F,12th,Wilson,5,15696,Stephanie Reed,Charter,1319574,99,83,2283
F,12th,Wilson,5,15518,Cindy Williams,Charter,1319574,68,84,2283
F,12th,Wilson,5,15521,Brandi Williams,Charter,1319574,70,84,2283
F,12th,Wilson,5,15108,Brooke Miller,Charter,1319574,75,84,2283
F,12th,Wilson,5,14057,Julie Coleman,Charter,1319574,82,84,2283
F,12th,Wilson,5,15964,Ashley White,Charter,1319574,89,84,2283
F,12th,Wilson,5,14127,Lisa Villa,Charter,1319574,98,84,2283
F,12th,Wilson,5,14022,Stephanie Watson,Charter,1319574,68,85,2283
F,12th,Wilson,5,15040,Angela Byrd,Charter,1319574,73,85,2283
F,12th,Wilson,5,15866,Becky Davis,Charter,1319574,75,85,2283
F,12th,Wilson,5,14982,Nicole Williams,Charter,1319574,80,85,2283
F,12th,Wilson,5,14529,Kathryn Velazquez,Charter,1319574,82,85,2283
F,12th,Wilson,5,13833,Sydney Larson,Charter,1319574,83,85,2283
F,12th,Wilson,5,15213,Ashley Palmer,Charter,1319574,85,85,2283
F,12th,Wilson,5,14764,Jenna Anderson,Charter,1319574,86,85,2283
F,12th,Wilson,5,14196,Karen Shaw,Charter,1319574,92,85,2283
F,12th,Wilson,5,13796,Amanda Sherman,Charter,1319574,93,85,2283
F,12th,Wilson,5,13748,Tracy Allen,Charter,1319574,71,86,2283
F,12th,Wilson,5,14150,Amy Delgado,Charter,1319574,77,86,2283
F,12th,Wilson,5,14973,Kristen Whitehead,Charter,1319574,77,86,2283
F,12th,Wilson,5,14972,Kaitlyn Hansen,Charter,1319574,82,86,2283
F,12th,Wilson,5,13752,Kimberly Johnson,Charter,1319574,86,86,2283
F,12th,Wilson,5,14560,Samantha Schneider,Charter,1319574,92,86,2283
F,12th,Wilson,5,15372,Lynn Stanley,Charter,1319574,94,86,2283
F,12th,Wilson,5,14960,Robin Shah,Charter,1319574,99,86,2283
F,12th,Wilson,5,15609,Alison Aguilar,Charter,1319574,71,87,2283
F,12th,Wilson,5,15417,Caroline Romero,Charter,1319574,71,87,2283
F,12th,Wilson,5,14980,Ashley Newton,Charter,1319574,72,87,2283
F,12th,Wilson,5,14675,Lori Ortiz,Charter,1319574,73,87,2283
F,12th,Wilson,5,15271,Dana Park,Charter,1319574,80,87,2283
F,12th,Wilson,5,15639,Jordan Stewart,Charter,1319574,81,87,2283
F,12th,Wilson,5,14847,Michele Chen,Charter,1319574,91,87,2283
F,12th,Wilson,5,15031,Judy Ellis,Charter,1319574,94,87,2283
F,12th,Wilson,5,15757,Haley Parrish,Charter,1319574,97,87,2283
F,12th,Wilson,5,14911,Karina King,Charter,1319574,98,87,2283
F,12th,Wilson,5,15258,Autumn Rush,Charter,1319574,81,88,2283
F,12th,Wilson,5,14312,Robin Carlson,Charter,1319574,82,88,2283
F,12th,Wilson,5,15228,Jessica Anderson,Charter,1319574,87,88,2283
F,12th,Wilson,5,14556,Sarah Parsons,Charter,1319574,91,88,2283
F,12th,Wilson,5,13927,Lisa Smith,Charter,1319574,68,89,2283
F,12th,Wilson,5,14539,Jody West,Charter,1319574,70,89,2283
F,12th,Wilson,5,14631,Mrs. Whitney Figueroa,Charter,1319574,70,89,2283
F,12th,Wilson,5,15889,Briana Dyer,Charter,1319574,79,89,2283
F,12th,Wilson,5,15807,Christina Colon,Charter,1319574,81,89,2283
F,12th,Wilson,5,14452,Alexa White,Charter,1319574,84,89,2283
F,12th,Wilson,5,13986,Mary Rice,Charter,1319574,84,89,2283
F,12th,Wilson,5,15744,Diane Hess,Charter,1319574,86,89,2283
F,12th,Wilson,5,14221,Melanie Brown,Charter,1319574,88,89,2283
F,12th,Wilson,5,14936,Katherine Hall,Charter,1319574,94,89,2283
F,12th,Wilson,5,15904,Karen Douglas,Charter,1319574,96,89,2283
F,12th,Wilson,5,13926,Miranda Moore,Charter,1319574,96,89,2283
F,12th,Wilson,5,15142,Olivia Sanchez,Charter,1319574,68,90,2283
F,12th,Wilson,5,14278,Jennifer Cohen,Charter,1319574,75,90,2283
F,12th,Wilson,5,15806,Shelly Woods,Charter,1319574,77,90,2283
F,12th,Wilson,5,14835,Joanne Lopez,Charter,1319574,78,90,2283
F,12th,Wilson,5,15993,Anne Mosley,Charter,1319574,79,90,2283
F,12th,Wilson,5,13971,Melissa Mann,Charter,1319574,81,90,2283
F,12th,Wilson,5,14306,Megan Trujillo,Charter,1319574,91,90,2283
